UF,Município,Situação
MA,SAMBAIBA,Não Cadastrado
TO,SAMPAIO,Aprovado
RS,SANANDUVA,Aprovado
GO,SANCLERLANDIA,Não Cadastrado
TO,SANDOLANDIA,Não Cadastrado
SP,SANDOVALINA,Não Cadastrado
SC,SANGAO,Não Cadastrado
PE,SANHARO,Aprovado
SP,SANTA ADELIA,Não Cadastrado
SP,SANTA ALBERTINA,Não Cadastrado
PR,SANTA AMELIA,Aprovado
MG,SANTA BARBARA,Aprovado
BA,SANTA BARBARA,Aprovado
SP,SANTA BARBARA D'OESTE,Aprovado
GO,SANTA BARBARA DE GOIAS,Aprovado
MG,SANTA BARBARA DO LESTE,Não Cadastrado
MG,SANTA BARBARA DO MONTE VERDE,Não Cadastrado
PA,SANTA BARBARA DO PARA,Aprovado
RS,SANTA BARBARA DO SUL,Aprovado
MG,SANTA BARBARA DO TUGURIO,Aprovado
SP,SANTA BRANCA,Aprovado
BA,SANTA BRIGIDA,Aprovado
MT,SANTA CARMEM,Não Cadastrado
SC,SANTA CECILIA,Aprovado
PB,SANTA CECILIA,Aprovado
PR,SANTA CECILIA DO PAVAO,Não Cadastrado
RS,SANTA CECILIA DO SUL,Aprovado
SP,SANTA CLARA D'OESTE,Não Cadastrado
RS,SANTA CLARA DO SUL,Aprovado
PE,SANTA CRUZ,Aprovado
PB,SANTA CRUZ,Aprovado
RN,SANTA CRUZ,Aprovado
BA,SANTA CRUZ CABRALIA,Aprovado
PE,SANTA CRUZ DA BAIXA VERDE,Aprovado
SP,SANTA CRUZ DA CONCEICAO,Em Cadastro
SP,SANTA CRUZ DA ESPERANCA,Não Cadastrado
BA,SANTA CRUZ DA VITORIA,Aprovado
SP,SANTA CRUZ DAS PALMEIRAS,Aprovado
GO,SANTA CRUZ DE GOIAS,Aprovado
MG,SANTA CRUZ DE MINAS,Aprovado
PR,SANTA CRUZ DE MONTE CASTELO,Aprovado
MG,SANTA CRUZ DE SALINAS,Não Cadastrado
PA,SANTA CRUZ DO ARARI,Aprovado
PE,SANTA CRUZ DO CAPIBARIBE,Aprovado
MG,SANTA CRUZ DO ESCALVADO,Aprovado
PI,SANTA CRUZ DO PIAUI,Aprovado
SP,SANTA CRUZ DO RIO PARDO,Aprovado
RS,SANTA CRUZ DO SUL,Aprovado
MT,SANTA CRUZ DO XINGU,Não Cadastrado
PI,SANTA CRUZ DOS MILAGRES,Aprovado
MG,SANTA EFIGENIA DE MINAS,Não Cadastrado
SP,SANTA ERNESTINA,Aprovado
PR,SANTA FE,Aprovado
GO,SANTA FE DE GOIAS,Não Cadastrado
MG,SANTA FE DE MINAS,Aprovado
TO,SANTA FE DO ARAGUAIA,Não Cadastrado
SP,SANTA FE DO SUL,Aprovado
PE,SANTA FILOMENA,Aprovado
PI,SANTA FILOMENA,Aprovado
MA,SANTA FILOMENA DO MARANHAO,Aprovado
SP,SANTA GERTRUDES,Aprovado
SC,SANTA HELENA,Não Cadastrado
PB,SANTA HELENA,Aprovado
MA,SANTA HELENA,Aprovado
PR,SANTA HELENA,Não Cadastrado
GO,SANTA HELENA DE GOIAS,Aprovado
MG,SANTA HELENA DE MINAS,Aprovado
MA,SANTA INES,Não Cadastrado
BA,SANTA INES,Aprovado
PB,SANTA INES,Não Cadastrado
PR,SANTA INES,Não Cadastrado
SP,SANTA ISABEL,Aprovado
GO,SANTA ISABEL,Não Cadastrado
PR,SANTA ISABEL DO IVAI,Em Análise
PA,SANTA ISABEL DO PARA,Aprovado
AM,SANTA ISABEL DO RIO NEGRO,Não Cadastrado
PR,SANTA IZABEL DO OESTE,Aprovado
MG,SANTA JULIANA,Aprovado
ES,SANTA LEOPOLDINA,Aprovado
PR,SANTA LUCIA,Aprovado
SP,SANTA LUCIA,Aprovado
PI,SANTA LUZ,Aprovado
BA,SANTA LUZIA,Aprovado
PB,SANTA LUZIA,Aprovado
MG,SANTA LUZIA,Aprovado
MA,SANTA LUZIA,Aprovado
RO,SANTA LUZIA D'OESTE,Aprovado
SE,SANTA LUZIA DO ITANHY,Aprovado
AL,SANTA LUZIA DO NORTE,Aprovado
PA,SANTA LUZIA DO PARA,Aprovado
MA,SANTA LUZIA DO PARUA,Não Cadastrado
MG,SANTA MARGARIDA,Não Cadastrado
RS,SANTA MARGARIDA DO SUL,Aprovado
RS,SANTA MARIA,Aprovado
RN,SANTA MARIA,Aprovado
PE,SANTA MARIA DA BOA VISTA,Aprovado
SP,SANTA MARIA DA SERRA,Não Cadastrado
BA,SANTA MARIA DA VITORIA,Aprovado
PA,SANTA MARIA DAS BARREIRAS,Não Cadastrado
MG,SANTA MARIA DE ITABIRA,Aprovado
ES,SANTA MARIA DE JETIBA,Aprovado
PE,SANTA MARIA DO CAMBUCA,Aprovado
RS,SANTA MARIA DO HERVAL,Aprovado
PR,SANTA MARIA DO OESTE,Não Cadastrado
PA,SANTA MARIA DO PARA,Aprovado
MG,SANTA MARIA DO SALTO,Não Cadastrado
MG,SANTA MARIA DO SUACUI,Aprovado
TO,SANTA MARIA DO TOCANTINS,Aprovado
RJ,SANTA MARIA MADALENA,Aprovado
PR,SANTA MARIANA,Aprovado
SP,SANTA MERCEDES,Não Cadastrado
PR,SANTA MONICA,Aprovado
CE,SANTA QUITERIA,Aprovado
MA,SANTA QUITERIA DO MARANHAO,Aprovado
PB,SANTA RITA,Aprovado
MA,SANTA RITA,Aprovado
SP,SANTA RITA D'OESTE,Não Cadastrado
MG,SANTA RITA DE CALDAS,Aprovado
BA,SANTA RITA DE CASSIA,Aprovado
MG,SANTA RITA DE IBITIPOCA,Não Cadastrado
MG,SANTA RITA DE JACUTINGA,Aprovado
MG,SANTA RITA DE MINAS,Aprovado
GO,SANTA RITA DO ARAGUAIA,Não Cadastrado
MG,SANTA RITA DO ITUETO,Não Cadastrado
GO,SANTA RITA DO NOVO DESTINO,Em Complementação
MS,SANTA RITA DO PARDO,Não Cadastrado
SP,SANTA RITA DO PASSA QUATRO,Não Cadastrado
MG,SANTA RITA DO SAPUCAI,Aprovado
TO,SANTA RITA DO TOCANTINS,Aprovado
MT,SANTA RITA DO TRIVELATO,Aprovado
RS,SANTA ROSA,Aprovado
MG,SANTA ROSA DA SERRA,Não Cadastrado
GO,SANTA ROSA DE GOIAS,Não Cadastrado
SC,SANTA ROSA DE LIMA,Aprovado
SE,SANTA ROSA DE LIMA,Aprovado
SP,SANTA ROSA DE VITERBO,Aprovado
PI,SANTA ROSA DO PIAUI,Aprovado
AC,SANTA ROSA DO PURUS,Aprovado
SC,SANTA ROSA DO SUL,Aprovado
TO,SANTA ROSA DO TOCANTINS,Aprovado
SP,SANTA SALETE,Não Cadastrado
ES,SANTA TERESA,Aprovado
BA,SANTA TERESINHA,Aprovado
PB,SANTA TERESINHA,Aprovado
RS,SANTA TEREZA,Não Cadastrado
GO,SANTA TEREZA DE GOIAS,Não Cadastrado
PR,SANTA TEREZA DO OESTE,Não Cadastrado
TO,SANTA TEREZA DO TOCANTINS,Não Cadastrado
SC,SANTA TEREZINHA,Não Cadastrado
PE,SANTA TEREZINHA,Não Cadastrado
MT,SANTA TEREZINHA,Aprovado
GO,SANTA TEREZINHA DE GOIAS,Não Cadastrado
PR,SANTA TEREZINHA DE ITAIPU,Não Cadastrado
SC,SANTA TEREZINHA DO PROGRESSO,Não Cadastrado
TO,SANTA TEREZINHA DO TOCANTINS,Não Cadastrado
MG,SANTA VITORIA,Aprovado
RS,SANTA VITORIA DO PALMAR,Aprovado
BA,SANTALUZ,Aprovado
BA,SANTANA,Aprovado
AP,SANTANA,Aprovado
RS,SANTANA DA BOA VISTA,Aprovado
SP,SANTANA DA PONTE PENSA,Não Cadastrado
MG,SANTANA DA VARGEM,Aprovado
MG,SANTANA DE CATAGUASES,Aprovado
PB,SANTANA DE MANGUEIRA,Não Cadastrado
SP,SANTANA DE PARNAIBA,Aprovado
MG,SANTANA DE PIRAPAMA,Aprovado
CE,SANTANA DO ACARAU,Aprovado
PA,SANTANA DO ARAGUAIA,Em Cadastro
CE,SANTANA DO CARIRI,Aprovado
MG,SANTANA DO DESERTO,Aprovado
MG,SANTANA DO GARAMBEU,Não Cadastrado
AL,SANTANA DO IPANEMA,Aprovado
PR,SANTANA DO ITARARE,Não Cadastrado
MG,SANTANA DO JACARE,Aprovado
RS,SANTANA DO LIVRAMENTO,Aprovado
MG,SANTANA DO MANHUACU,Não Cadastrado
MA,SANTANA DO MARANHAO,Não Cadastrado
RN,SANTANA DO MATOS,Aprovado
AL,SANTANA DO MUNDAU,Aprovado
MG,SANTANA DO PARAISO,Aprovado
PI,SANTANA DO PIAUI,Aprovado
MG,SANTANA DO RIACHO,Aprovado
SE,SANTANA DO SAO FRANCISCO,Aprovado
RN,SANTANA DO SERIDO,Aprovado
PB,SANTANA DOS GARROTES,Aprovado
MG,SANTANA DOS MONTES,Aprovado
BA,SANTANOPOLIS,Aprovado
PA,SANTAREM,Aprovado
PA,SANTAREM NOVO,Em Cadastro
RS,SANTIAGO,Aprovado
SC,SANTIAGO DO SUL,Não Cadastrado
MT,SANTO AFONSO,Não Cadastrado
BA,SANTO AMARO,Aprovado
SC,SANTO AMARO DA IMPERATRIZ,Aprovado
SE,SANTO AMARO DAS BROTAS,Aprovado
MA,SANTO AMARO DO MARANHAO,Não Cadastrado
SP,SANTO ANASTACIO,Aprovado
SP,SANTO ANDRE,Aprovado
PB,SANTO ANDRE,Aprovado
RS,SANTO ANGELO,Aprovado
RN,SANTO ANTONIO,Aprovado
SP,SANTO ANTONIO DA ALEGRIA,Aprovado
GO,SANTO ANTONIO DA BARRA,Não Cadastrado
RS,SANTO ANTONIO DA PATRULHA,Aprovado
PR,SANTO ANTONIO DA PLATINA,Aprovado
RS,SANTO ANTONIO DAS MISSOES,Aprovado
GO,SANTO ANTONIO DE GOIAS,Não Cadastrado
BA,SANTO ANTONIO DE JESUS,Aprovado
PI,SANTO ANTONIO DE LISBOA,Aprovado
RJ,SANTO ANTONIO DE PADUA,Aprovado
SP,SANTO ANTONIO DE POSSE,Não Cadastrado
MG,SANTO ANTONIO DO AMPARO,Aprovado
SP,SANTO ANTONIO DO ARACANGUA,Não Cadastrado
MG,SANTO ANTONIO DO AVENTUREIRO,Aprovado
PR,SANTO ANTONIO DO CAIUA,Não Cadastrado
GO,SANTO ANTONIO DO DESCOBERTO,Aprovado
MG,SANTO ANTONIO DO GRAMA,Aprovado
AM,SANTO ANTONIO DO ICA,Aprovado
MG,SANTO ANTONIO DO ITAMBE,Aprovado
MG,SANTO ANTONIO DO JACINTO,Não Cadastrado
SP,SANTO ANTONIO DO JARDIM,Não Cadastrado
MT,SANTO ANTONIO DO LESTE,Não Cadastrado
MT,SANTO ANTONIO DO LEVERGER,Aprovado
MG,SANTO ANTONIO DO MONTE,Aprovado
RS,SANTO ANTONIO DO PALMA,Em Complementação
PR,SANTO ANTONIO DO PARAISO,Não Cadastrado
SP,SANTO ANTONIO DO PINHAL,Aprovado
RS,SANTO ANTONIO DO PLANALTO,Não Cadastrado
MG,SANTO ANTONIO DO RETIRO,Não Cadastrado
MG,SANTO ANTONIO DO RIO ABAIXO,Aprovado
PR,SANTO ANTONIO DO SUDOESTE,Aprovado
PA,SANTO ANTONIO DO TAUA,Aprovado
MA,SANTO ANTONIO DOS LOPES,Aprovado
PI,SANTO ANTONIO DOS MILAGRES,Não Cadastrado
RS,SANTO AUGUSTO,Aprovado
RS,SANTO CRISTO,Aprovado
BA,SANTO ESTEVAO,Aprovado
SP,SANTO EXPEDITO,Não Cadastrado
RS,SANTO EXPEDITO DO SUL,Aprovado
MG,SANTO HIPOLITO,Não Cadastrado
PR,SANTO INACIO,Aprovado
PI,SANTO INACIO DO PIAUI,Não Cadastrado
SP,SANTOPOLIS DO AGUAPEI,Não Cadastrado
SP,SANTOS,Aprovado
MG,SANTOS DUMONT,Aprovado
CE,SAO BENEDITO,Aprovado
MA,SAO BENEDITO DO RIO PRETO,Aprovado
PE,SAO BENEDITO DO SUL,Aprovado
PB,SAO BENTINHO,Aprovado
PB,SAO BENTO,Aprovado
MA,SAO BENTO,Em Análise
MG,SAO BENTO ABADE,Em Análise
RN,SAO BENTO DO NORTE,Aprovado
SP,SAO BENTO DO SAPUCAI,Aprovado
SC,SAO BENTO DO SUL,Aprovado
TO,SAO BENTO DO TOCANTINS,Aprovado
RN,SAO BENTO DO TRAIRI,Em Análise
PE,SAO BENTO DO UNA,Aprovado
SC,SAO BERNARDINO,Em Complementação
MA,SAO BERNARDO,Aprovado
SP,SAO BERNARDO DO CAMPO,Aprovado
SC,SAO BONIFACIO,Aprovado
RS,SAO BORJA,Aprovado
AL,SAO BRAS,Aprovado
MG,SAO BRAS DO SUACUI,Não Cadastrado
PI,SAO BRAZ DO PIAUI,Aprovado
PA,SAO CAETANO DE ODIVELAS,Aprovado
SP,SAO CAETANO DO SUL,Aprovado
PE,SAO CAITANO,Aprovado
SC,SAO CARLOS,Aprovado
SP,SAO CARLOS,Aprovado
PR,SAO CARLOS DO IVAI,Não Cadastrado
SE,SAO CRISTOVAO,Aprovado
SC,SAO CRISTOVAO DO SUL,Não Cadastrado
BA,SAO DESIDERIO,Aprovado
BA,SAO DOMINGOS,Aprovado
SC,SAO DOMINGOS,Aprovado
SE,SAO DOMINGOS,Aprovado
GO,SAO DOMINGOS,Não Cadastrado
MG,SAO DOMINGOS DAS DORES,Aprovado
PB,SAO DOMINGOS DE POMBAL,Não Cadastrado
PA,SAO DOMINGOS DO ARAGUAIA,Aprovado
MA,SAO DOMINGOS DO AZEITAO,Não Cadastrado
PA,SAO DOMINGOS DO CAPIM,Aprovado
PB,SAO DOMINGOS DO CARIRI,Aprovado
MA,SAO DOMINGOS DO MARANHAO,Aprovado
ES,SAO DOMINGOS DO NORTE,Aprovado
MG,SAO DOMINGOS DO PRATA,Aprovado
RS,SAO DOMINGOS DO SUL,Aprovado
BA,SAO FELIPE,Aprovado
RO,SAO FELIPE D'OESTE,Não Cadastrado
BA,SAO FELIX,Aprovado
MA,SAO FELIX DE BALSAS,Em Complementação
MG,SAO FELIX DE MINAS,Aprovado
MT,SAO FELIX DO ARAGUAIA,Aprovado
BA,SAO FELIX DO CORIBE,Aprovado
PI,SAO FELIX DO PIAUI,Aprovado
TO,SAO FELIX DO TOCANTINS,Aprovado
PA,SAO FELIX DO XINGU,Aprovado
RN,SAO FERNANDO,Aprovado
RJ,SAO FIDELIS,Aprovado
PB,SAO FRANCISCO,Não Cadastrado
SE,SAO FRANCISCO,Aprovado
SP,SAO FRANCISCO,Não Cadastrado
MG,SAO FRANCISCO,Aprovado
RS,SAO FRANCISCO DE ASSIS,Aprovado
PI,SAO FRANCISCO DE ASSIS DO PIAUI,Aprovado
GO,SAO FRANCISCO DE GOIAS,Aprovado
RJ,SAO FRANCISCO DE ITABAPOANA,Não Cadastrado
RS,SAO FRANCISCO DE PAULA,Aprovado
MG,SAO FRANCISCO DE PAULA,Aprovado
MG,SAO FRANCISCO DE SALES,Aprovado
MA,SAO FRANCISCO DO BREJAO,Aprovado
BA,SAO FRANCISCO DO CONDE,Aprovado
MG,SAO FRANCISCO DO GLORIA,Não Cadastrado
RO,SAO FRANCISCO DO GUAPORE,Aprovado
MA,SAO FRANCISCO DO MARANHAO,Aprovado
RN,SAO FRANCISCO DO OESTE,Aprovado
PA,SAO FRANCISCO DO PARA,Aprovado
PI,SAO FRANCISCO DO PIAUI,Não Cadastrado
SC,SAO FRANCISCO DO SUL,Aprovado
RS,SAO GABRIEL,Aprovado
BA,SAO GABRIEL,Aprovado
AM,SAO GABRIEL DA CACHOEIRA,Em Cadastro
ES,SAO GABRIEL DA PALHA,Aprovado
MS,SAO GABRIEL DO OESTE,Aprovado
MG,SAO GERALDO,Aprovado
MG,SAO GERALDO DA PIEDADE,Não Cadastrado
PA,SAO GERALDO DO ARAGUAIA,Não Cadastrado
MG,SAO GERALDO DO BAIXIO,Não Cadastrado
RJ,SAO GONCALO,Aprovado
MG,SAO GONCALO DO ABAETE,Não Cadastrado
RN,SAO GONCALO DO AMARANTE,Aprovado
CE,SAO GONCALO DO AMARANTE,Aprovado
PI,SAO GONCALO DO GURGUEIA,Aprovado
MG,SAO GONCALO DO PARA,Aprovado
PI,SAO GONCALO DO PIAUI,Não Cadastrado
MG,SAO GONCALO DO RIO ABAIXO,Aprovado
MG,SAO GONCALO DO RIO PRETO,Em Cadastro
MG,SAO GONCALO DO SAPUCAI,Em Complementação
BA,SAO GONCALO DOS CAMPOS,Aprovado
MG,SAO GOTARDO,Aprovado
RS,SAO JERONIMO,Aprovado
PR,SAO JERONIMO DA SERRA,Não Cadastrado
PR,SAO JOAO,Aprovado
PE,SAO JOAO,Aprovado
MA,SAO JOAO BATISTA,Não Cadastrado
SC,SAO JOAO BATISTA,Aprovado
MG,SAO JOAO BATISTA DO GLORIA,Aprovado
GO,SAO JOAO D'ALIANCA,Aprovado
RR,SAO JOAO DA BALIZA,Não Cadastrado
RJ,SAO JOAO DA BARRA,Aprovado
SP,SAO JOAO DA BOA VISTA,Aprovado
PI,SAO JOAO DA CANABRAVA,Aprovado
PI,SAO JOAO DA FRONTEIRA,Aprovado
MG,SAO JOAO DA LAGOA,Não Cadastrado
MG,SAO JOAO DA MATA,Aprovado
GO,SAO JOAO DA PARAUNA,Não Cadastrado
PA,SAO JOAO DA PONTA,Não Cadastrado
MG,SAO JOAO DA PONTE,Aprovado
PI,SAO JOAO DA SERRA,Aprovado
RS,SAO JOAO DA URTIGA,Aprovado
PI,SAO JOAO DA VARJOTA,Aprovado
SP,SAO JOAO DAS DUAS PONTES,Aprovado
MG,SAO JOAO DAS MISSOES,Aprovado
SP,SAO JOAO DE IRACEMA,Aprovado
RJ,SAO JOAO DE MERITI,Aprovado
PA,SAO JOAO DE PIRABAS,Aprovado
MG,SAO JOAO DEL REI,Aprovado
PA,SAO JOAO DO ARAGUAIA,Aprovado
PI,SAO JOAO DO ARRAIAL,Aprovado
PR,SAO JOAO DO CAIUA,Não Cadastrado
PB,SAO JOAO DO CARIRI,Aprovado
MA,SAO JOAO DO CARU,Não Cadastrado
SC,SAO JOAO DO ITAPERIU,Aprovado
PR,SAO JOAO DO IVAI,Em Cadastro
CE,SAO JOAO DO JAGUARIBE,Aprovado
MG,SAO JOAO DO MANHUACU,Não Cadastrado
MG,SAO JOAO DO MANTENINHA,Em Cadastro
SC,SAO JOAO DO OESTE,Aprovado
MG,SAO JOAO DO ORIENTE,Aprovado
MG,SAO JOAO DO PACUI,Não Cadastrado
MG,SAO JOAO DO PARAISO,Aprovado
MA,SAO JOAO DO PARAISO,Não Cadastrado
SP,SAO JOAO DO PAU D'ALHO,Em Cadastro
PI,SAO JOAO DO PIAUI,Aprovado
RS,SAO JOAO DO POLESINE,Não Cadastrado
PB,SAO JOAO DO RIO DO PEIXE,Aprovado
RN,SAO JOAO DO SABUGI,Aprovado
MA,SAO JOAO DO SOTER,Aprovado
SC,SAO JOAO DO SUL,Em Cadastro
PB,SAO JOAO DO TIGRE,Aprovado
PR,SAO JOAO DO TRIUNFO,Aprovado
MA,SAO JOAO DOS PATOS,Em Análise
MG,SAO JOAO EVANGELISTA,Não Cadastrado
MG,SAO JOAO NEPOMUCENO,Aprovado
SC,SAO JOAQUIM,Aprovado
SP,SAO JOAQUIM DA BARRA,Aprovado
MG,SAO JOAQUIM DE BICAS,Aprovado
PE,SAO JOAQUIM DO MONTE,Aprovado
RS,SAO JORGE,Não Cadastrado
PR,SAO JORGE D'OESTE,Aprovado
PR,SAO JORGE DO IVAI,Aprovado
PR,SAO JORGE DO PATROCINIO,Aprovado
SC,SAO JOSE,Aprovado
MG,SAO JOSE DA BARRA,Aprovado
SP,SAO JOSE DA BELA VISTA,Não Cadastrado
PR,SAO JOSE DA BOA VISTA,Não Cadastrado
PE,SAO JOSE DA COROA GRANDE,Aprovado
PB,SAO JOSE DA LAGOA TAPADA,Aprovado
AL,SAO JOSE DA LAJE,Aprovado
MG,SAO JOSE DA LAPA,Aprovado
MG,SAO JOSE DA SAFIRA,Aprovado
AL,SAO JOSE DA TAPERA,Aprovado
MG,SAO JOSE DA VARGINHA,Aprovado
BA,SAO JOSE DA VITORIA,Aprovado
RS,SAO JOSE DAS MISSOES,Não Cadastrado
PR,SAO JOSE DAS PALMEIRAS,Não Cadastrado
PB,SAO JOSE DE CAIANA,Aprovado
PB,SAO JOSE DE ESPINHARAS,Aprovado
RN,SAO JOSE DE MIPIBU,Aprovado
PB,SAO JOSE DE PIRANHAS,Aprovado
PB,SAO JOSE DE PRINCESA,Aprovado
MA,SAO JOSE DE RIBAMAR,Aprovado
RJ,SAO JOSE DE UBA,Em Análise
MG,SAO JOSE DO ALEGRE,Aprovado
SP,SAO JOSE DO BARREIRO,Não Cadastrado
PE,SAO JOSE DO BELMONTE,Aprovado
PB,SAO JOSE DO BONFIM,Aprovado
PB,SAO JOSE DO BREJO DO CRUZ,Aprovado
ES,SAO JOSE DO CALCADO,Aprovado
RN,SAO JOSE DO CAMPESTRE,Aprovado
SC,SAO JOSE DO CEDRO,Aprovado
SC,SAO JOSE DO CERRITO,Não Cadastrado
PI,SAO JOSE DO DIVINO,Aprovado
MG,SAO JOSE DO DIVINO,Aprovado
PE,SAO JOSE DO EGITO,Aprovado
MG,SAO JOSE DO GOIABAL,Não Cadastrado
RS,SAO JOSE DO HERVAL,Aprovado
RS,SAO JOSE DO HORTENCIO,Aprovado
RS,SAO JOSE DO INHACORA,Aprovado
BA,SAO JOSE DO JACUIPE,Não Cadastrado
MG,SAO JOSE DO JACURI,Não Cadastrado
MG,SAO JOSE DO MANTIMENTO,Em Cadastro
RS,SAO JOSE DO NORTE,Aprovado
RS,SAO JOSE DO OURO,Aprovado
PI,SAO JOSE DO PEIXE,Não Cadastrado
PI,SAO JOSE DO PIAUI,Aprovado
MT,SAO JOSE DO POVO,Aprovado
MT,SAO JOSE DO RIO CLARO,Aprovado
SP,SAO JOSE DO RIO PARDO,Aprovado
SP,SAO JOSE DO RIO PRETO,Aprovado
PB,SAO JOSE DO SABUGI,Aprovado
RN,SAO JOSE DO SERIDO,Aprovado
RS,SAO JOSE DO SUL,Aprovado
RJ,SAO JOSE DO VALE DO RIO PRETO,Aprovado
MT,SAO JOSE DO XINGU,Aprovado
RS,SAO JOSE DOS AUSENTES,Aprovado
MA,SAO JOSE DOS BASILIOS,Não Cadastrado
SP,SAO JOSE DOS CAMPOS,Aprovado
PB,SAO JOSE DOS CORDEIROS,Aprovado
PR,SAO JOSE DOS PINHAIS,Aprovado
MT,SAO JOSE DOS QUATRO MARCOS,Aprovado
PB,SAO JOSE DOS RAMOS,Aprovado
PI,SAO JULIAO,Aprovado
RS,SAO LEOPOLDO,Aprovado
MG,SAO LOURENCO,Aprovado
PE,SAO LOURENCO DA MATA,Aprovado
SP,SAO LOURENCO DA SERRA,Aprovado
SC,SAO LOURENCO DO OESTE,Aprovado
PI,SAO LOURENCO DO PIAUI,Aprovado
RS,SAO LOURENCO DO SUL,Aprovado
SC,SAO LUDGERO,Aprovado
MA,SAO LUIS,Aprovado
GO,SAO LUIS DE MONTES BELOS,Em Cadastro
CE,SAO LUIS DO CURU,Aprovado
SP,SAO LUIS DO PARAITINGA,Aprovado
PI,SAO LUIS DO PIAUI,Aprovado
AL,SAO LUIS DO QUITUNDE,Aprovado
MA,SAO LUIS GONZAGA DO MARANHAO,Aprovado
RR,SAO LUIZ,Não Cadastrado
GO,SAO LUIZ DO NORTE,Aprovado
RS,SAO LUIZ GONZAGA,Aprovado
PB,SAO MAMEDE,Aprovado
PR,SAO MANOEL DO PARANA,Aprovado
SP,SAO MANUEL,Aprovado
RS,SAO MARCOS,Aprovado
RS,SAO MARTINHO,Aprovado
SC,SAO MARTINHO,Não Cadastrado
RS,SAO MARTINHO DA SERRA,Aprovado
ES,SAO MATEUS,Aprovado
MA,SAO MATEUS DO MARANHAO,Aprovado
PR,SAO MATEUS DO SUL,Aprovado
RN,SAO MIGUEL,Aprovado
SP,SAO MIGUEL ARCANJO,Aprovado
PI,SAO MIGUEL DA BAIXA GRANDE,Em Cadastro
SC,SAO MIGUEL DA BOA VISTA,Não Cadastrado
BA,SAO MIGUEL DAS MATAS,Aprovado
RS,SAO MIGUEL DAS MISSOES,Aprovado
PB,SAO MIGUEL DE TAIPU,Aprovado
SE,SAO MIGUEL DO ALEIXO,Aprovado
MG,SAO MIGUEL DO ANTA,Aprovado
GO,SAO MIGUEL DO ARAGUAIA,Não Cadastrado
PI,SAO MIGUEL DO FIDALGO,Não Cadastrado
RN,SAO MIGUEL DO GOSTOSO,Aprovado
PA,SAO MIGUEL DO GUAMA,Aprovado
RO,SAO MIGUEL DO GUAPORE,Rejeitado
PR,SAO MIGUEL DO IGUACU,Aprovado
SC,SAO MIGUEL DO OESTE,Aprovado
GO,SAO MIGUEL DO PASSA QUATRO,Aprovado
PI,SAO MIGUEL DO TAPUIO,Aprovado
TO,SAO MIGUEL DO TOCANTINS,Aprovado
AL,SAO MIGUEL DOS CAMPOS,Aprovado
AL,SAO MIGUEL DOS MILAGRES,Aprovado
RS,SAO NICOLAU,Aprovado
GO,SAO PATRICIO,Não Cadastrado
SP,SAO PAULO,Aprovado
RS,SAO PAULO DAS MISSOES,Aprovado
AM,SAO PAULO DE OLIVENCA,Aprovado
RN,SAO PAULO DO POTENGI,Aprovado
SP,SAO PEDRO,Aprovado
RN,SAO PEDRO,Não Cadastrado
MA,SAO PEDRO DA AGUA BRANCA,Não Cadastrado
RJ,SAO PEDRO DA ALDEIA,Aprovado
MT,SAO PEDRO DA CIPA,Aprovado
RS,SAO PEDRO DA SERRA,Aprovado
MG,SAO PEDRO DA UNIAO,Em Cadastro
RS,SAO PEDRO DAS MISSOES,Aprovado
SC,SAO PEDRO DE ALCANTARA,Aprovado
RS,SAO PEDRO DO BUTIA,Não Cadastrado
PR,SAO PEDRO DO IGUACU,Aprovado
PR,SAO PEDRO DO IVAI,Aprovado
PR,SAO PEDRO DO PARANA,Não Cadastrado
PI,SAO PEDRO DO PIAUI,Não Cadastrado
MG,SAO PEDRO DO SUACUI,Aprovado
RS,SAO PEDRO DO SUL,Aprovado
SP,SAO PEDRO DO TURVO,Aprovado
MA,SAO PEDRO DOS CRENTES,Não Cadastrado
MG,SAO PEDRO DOS FERROS,Aprovado
RN,SAO RAFAEL,Não Cadastrado
MA,SAO RAIMUNDO DAS MANGABEIRAS,Não Cadastrado
MA,SAO RAIMUNDO DO DOCA BEZERRA,Aprovado
PI,SAO RAIMUNDO NONATO,Aprovado
MA,SAO ROBERTO,Não Cadastrado
MG,SAO ROMAO,Aprovado
SP,SAO ROQUE,Aprovado
MG,SAO ROQUE DE MINAS,Aprovado
ES,SAO ROQUE DO CANAA,Não Cadastrado
TO,SAO SALVADOR DO TOCANTINS,Aprovado
SP,SAO SEBASTIAO,Aprovado
AL,SAO SEBASTIAO,Aprovado
PR,SAO SEBASTIAO DA AMOREIRA,Aprovado
MG,SAO SEBASTIAO DA BELA VISTA,Aprovado
PA,SAO SEBASTIAO DA BOA VISTA,Aprovado
SP,SAO SEBASTIAO DA GRAMA,Em Cadastro
MG,SAO SEBASTIAO DA VARGEM ALEGRE,Não Cadastrado
PB,SAO SEBASTIAO DE LAGOA DE ROCA,Aprovado
RJ,SAO SEBASTIAO DO ALTO,Aprovado
MG,SAO SEBASTIAO DO ANTA,Não Cadastrado
RS,SAO SEBASTIAO DO CAI,Aprovado
MG,SAO SEBASTIAO DO MARANHAO,Não Cadastrado
MG,SAO SEBASTIAO DO OESTE,Aprovado
MG,SAO SEBASTIAO DO PARAISO,Aprovado
BA,SAO SEBASTIAO DO PASSE,Aprovado
MG,SAO SEBASTIAO DO RIO PRETO,Não Cadastrado
